specObjID,ra,dec,data['z'],zErr,velocity,distance_Mpc,distance_ly
1.25212E+19,121.72442,25.406584,1.943524,0.000431811,582652.947,8323.613529,27134980104
8.34197E+18,199.46179,47.950151,1.943429,6.74E-05,582624.4668,8323.206668,27133653738
1.15361E+19,184.18301,33.159301,1.943378,4.65E-05,582609.1774,8322.988248,27132941689
8.30142E+18,129.9667,56.940544,1.943354,8.50E-05,582601.9824,8322.885462,27132606607
8.23618E+18,141.41964,46.518477,1.943345,0.001282405,582599.2842,8322.846918,27132480952
1.05892E+19,5.6579712,-0.3203055,1.94322,0.001690515,582561.8102,8322.311575,27130735734
9.21559E+18,160.60641,58.277202,1.943005,0.0006179,582497.355,8321.390785,27127733960
8.74383E+18,351.90848,31.098483,1.943001,3.16E-05,582496.1558,8321.373654,27127678113
1.03945E+19,329.84756,0.15357605,1.942901,0.000291458,582466.1766,8320.94538,27126281938
1.05611E+19,42.06889,2.415586,1.942814,0.000902404,582440.0947,8320.572781,27125067267
8.85536E+18,4.3474844,-1.9500892,1.942718,0.00065951,582411.3147,8320.161638,27123726940
8.70437E+18,24.501676,30.270772,1.942707,0.001148476,582408.0169,8320.114528,27123573361
1.17511E+19,134.61626,29.325954,1.942661,0.001768447,582394.2265,8319.917522,27122931120
9.85174E+18,9.8924087,5.804295,1.942582,0.00084831,582370.5429,8319.579185,27121828143
8.64375E+18,16.051062,28.591665,1.942477,0.000634677,582339.0648,8319.129497,27120362160
1.05128E+19,19.128593,-2.9280604,1.942403,0.000944215,582316.8802,8318.812574,27119328991
8.19448E+18,135.93565,57.252461,1.942061,5.45E-05,582214.3513,8317.347876,27114554075
9.41712E+18,158.72945,40.877833,1.941986,0.000371671,582191.8669,8317.02667,27113506945
1.1526E+19,128.63908,35.482428,1.941872,0.000746116,582157.6906,8316.538437,27111915306
1.04934E+19,40.255728,-4.241362,1.941431,3.368568,582025.4824,8314.649748,27105758178
1.04981E+19,25.381628,-1.2543768,1.941406,0.000102541,582017.9876,8314.542679,27105409135
1.06139E+19,27.656567,2.2313753,1.941364,8.97E-05,582005.3963,8314.362804,27104822741
1.07659E+19,139.87695,20.38707,1.941358,6.33E-05,582003.5975,8314.337108,27104738971
1.24786E+19,115.09177,18.660592,1.941209,0.001179233,581958.9285,8313.698979,27102658671
1.07749E+19,149.8916,17.764558,1.941192,0.000613266,581953.8321,8313.626172,27102421322
9.06815E+18,250.75624,49.328062,1.940705,0.000734491,581807.8334,8311.540477,27095621954
9.57035E+18,213.75124,46.643323,1.940548,0.000664512,581760.766,8310.868086,27093429960
8.59754E+18,30.572177,23.930067,1.940534,0.000610089,581756.5689,8310.808128,27093234496
1.17603E+19,146.57164,32.117057,1.940506,0.001147422,581748.1748,8310.688211,27092843567
1.28185E+19,161.6959,30.298925,1.940483,0.000364987,581741.2795,8310.589708,27092522447
9.94308E+18,140.30197,39.985422,1.940467,0.001201852,581736.4829,8310.521184,27092299059
1.15506E+19,208.49646,33.692114,1.94017,0.000622607,581647.4446,8309.249209,27088152422
1.06038E+19,38.834949,3.6036055,1.940115,0.00073903,581630.9561,8309.013658,27087384526
8.20803E+18,141.22861,52.915341,1.940075,0.000462978,581618.9644,8308.842349,27086826056
8.74734E+18,346.04199,29.72182,1.940022,0.1157459,581603.0754,8308.615363,27086086084
1.24447E+19,25.796181,11.930385,1.939984,0.000573274,581591.6833,8308.452619,27085555538
8.68076E+18,337.31904,31.378484,1.939896,0.000822232,581565.3016,8308.075738,27084326905
1.25145E+19,130.32995,25.388477,1.93968,-5,581500.5466,8307.150665,27081311168
1.05104E+19,23.06851,-4.6487612,1.939657,0.000667223,581493.6513,8307.052162,27080990048
1.0623E+19,17.21515,3.7920411,1.939384,0.000572033,581411.8081,8305.882973,27077178493
1.2455E+19,27.169186,9.6984889,1.939346,0.00098033,581400.416,8305.720229,27076647947
1.03955E+19,328.8192,0.59555551,1.939342,0.01845067,581399.2169,8305.703098,27076592100
8.22603E+18,140.86569,49.295294,1.939084,0.001039057,581321.8705,8304.59815,27072989970
8.74838E+18,347.39556,30.164099,1.938697,0.6322964,581205.851,8302.940729,27067586776
1.07492E+19,139.24341,15.753729,1.938664,0.00056178,581195.9579,8302.799398,27067126039
8.81488E+18,38.954745,-1.0057,1.938509,0.000586464,581149.4901,8302.135573,27064961969
1.20698E+19,252.59915,37.452009,1.938435,0.000732722,581127.3055,8301.81865,27063928800
1.27306E+19,342.88694,2.868694,1.938428,0.000520301,581125.207,8301.788671,27063831068
1.06297E+19,1.6323326,3.548369,1.938388,0.000598997,581113.2153,8301.617361,27063272598
1.03821E+19,317.96902,1.1481257,1.937953,0.000392348,580982.8058,8299.754368,27057199240
1.24525E+19,24.243793,14.006352,1.93792,136.1019,580972.9126,8299.613038,27056738503
1.05037E+19,22.324312,-1.9887369,1.937864,0.000813573,580956.1243,8299.373204,27055956645
8.19658E+18,124.49066,56.507286,1.937714,0.000919576,580911.1555,8298.730793,27053862384
9.56453E+18,218.11602,44.861196,1.937299,4.96E-05,580786.7418,8296.953454,27048068261
8.826E+18,27.511285,1.0043066,1.937271,0.000355834,580778.3476,8296.833538,27047677333
1.08234E+19,155.24359,22.631353,1.936957,0.001056018,580684.2129,8295.488756,27043293346
8.83968E+18,358.41129,-0.62560657,1.936898,0.001303175,580666.5252,8295.236075,27042469603
1.08177E+19,138.36548,28.037554,1.936789,0.001057771,580633.8479,8294.769256,27040947773
1.27013E+19,357.4247,3.289683,1.936362,0.000822834,580505.8367,8292.940524,27034986109
8.33396E+18,176.02357,46.525957,1.936314,0.001033274,580491.4467,8292.734953,27034315946
9.99372E+18,203.87739,37.8902,1.936189,0.000641745,580453.9727,8292.19961,27032570728
8.21708E+18,146.31154,49.397986,1.936178,0.001481185,580450.675,8292.1525,27032417149
9.89901E+18,23.879284,-1.0969546,1.936106,0.000880353,580429.09,8291.844142,27031411903
4.75488E+18,11.780135,0.25155809,1.93602,0.000751455,580403.3078,8291.475826,27030211194
1.07524E+19,136.95915,15.384751,1.936017,0.000910435,580402.4085,8291.462978,27030169308
9.96558E+18,162.04023,37.645697,1.935978,0.9977431,580390.7166,8291.295951,27029624801
1.24525E+19,24.774898,13.318024,1.935962,0.3896329,580385.9199,8291.227427,27029401413
1.07649E+19,140.17425,21.81028,1.935946,0.04830814,580381.1232,8291.158903,27029178025
1.07806E+19,152.40779,16.708241,1.935899,0.000419082,580367.033,8290.957614,27028521823
9.40813E+18,36.530988,-5.8787149,1.935825,0.001104419,580344.8484,8290.640691,27027488654
4.7582E+18,15.792339,0.30430704,1.9355,0.000949109,580247.416,8289.2488,27022951088
9.35069E+18,117.70105,45.606096,1.935273,0.806797,580179.3632,8288.276617,27019781773
8.72689E+18,359.17813,32.228079,1.935128,0.000964746,580135.8934,8287.65562,27017757320
1.28174E+19,159.48801,31.811941,1.934993,0.000929997,580095.4215,8287.077449,27015872485
1.06184E+19,15.233188,2.7301211,1.934963,0.000468972,580086.4277,8286.948967,27015453633
1.04891E+19,31.93071,-1.769628,1.934822,0.000903236,580044.157,8286.3451,27013485027
8.54472E+18,8.6451562,21.12845,1.934787,0.000790064,580033.6643,8286.195204,27012996366
8.53232E+18,335.2518,20.00939,1.934625,0.001101515,579985.098,8285.5014,27010734564
1.21159E+19,255.28197,38.457165,1.934576,1.876409,579970.4082,8285.291546,27010050439
1.03573E+19,357.06864,0.45713907,1.934037,0.00139414,579808.8203,8282.983147,27002525060
1.07864E+19,146.50131,21.594678,1.934008,0.00095474,579800.1263,8282.858948,27002120169
8.83399E+18,22.528009,-1.9952377,1.933985,0.000102784,579793.2311,8282.760445,27001799049
1.41111E+19,133.64736,0.087950509,1.933839,0.000826697,579749.4615,8282.135164,26999760635
8.35219E+18,189.11638,50.469184,1.933462,0.001075816,579636.4399,8280.52057,26994497058
9.07833E+18,241.70463,51.026777,1.933441,0.000851564,579630.1443,8280.430632,26994203862
8.59301E+18,28.869391,21.30844,1.933343,0.000536635,579600.7647,8280.010924,26992835611
8.34972E+18,193.66403,47.352112,1.93324,0.2911914,579569.8861,8279.569801,26991397552
1.03629E+19,346.7331,1.039269,1.933175,0.000545649,579550.3996,8279.291423,26990490039
9.22584E+18,147.51797,59.339825,1.933171,0.000135507,579549.2004,8279.274292,26990434192
1.20834E+19,242.40739,40.721239,1.933101,0.000875943,579528.215,8278.9745,26989456870
1.2474E+19,27.23674,9.6953496,1.932926,0.000455272,579475.7514,8278.22502,26987013565
9.48694E+18,232.20379,58.023181,1.93283,0.00041534,579446.9714,8277.813877,26985673238
1.24525E+19,24.215624,13.464289,1.932661,0.001079596,579396.3065,8277.090093,26983313703
9.18742E+18,170.18291,50.050057,1.932623,0.001112732,579384.9144,8276.927349,26982783157
1.17882E+19,162.62728,26.825615,1.932613,7.02E-05,579381.9165,8276.884521,26982643540
8.58959E+18,20.520254,18.506526,1.932566,0.01673922,579367.8263,8276.683232,26981987338
1.0578E+19,21.266292,0.59486576,1.932534,0.000716471,579358.2329,8276.546185,26981540562
7.18232E+18,123.69802,45.314111,1.932526,0.000772939,579355.8346,8276.511923,26981428868
9.56009E+18,219.78361,46.234884,1.932522,0.001084233,579354.6354,8276.494792,26981373021
8.87347E+18,38.295813,-2.7283036,1.932299,0.000968042,579287.7818,8275.53974,26978259553
1.2296E+19,240.50254,32.367153,1.931952,0.001017479,579183.754,8274.053628,26973414828
1.0605E+19,36.244428,3.0807964,1.93193,0.001733206,579177.1586,8273.959408,26973107670
9.5725E+18,216.83581,40.671921,1.93193,0.000134433,579177.1586,8273.959408,26973107670
1.05791E+19,19.233402,1.5925194,1.931756,0.000712421,579124.9948,8273.214211,26970678327
9.89566E+18,17.007602,-0.21658176,1.931678,0.00027832,579101.611,8272.880157,26969589311
1.05351E+19,119.14763,38.474597,1.931597,0.000549554,579077.3278,8272.533255,26968458410
1.17872E+19,160.76262,26.664361,1.931496,0.000747086,579047.0488,8272.100698,26967048274
1.03573E+19,356.77668,1.2422007,1.931456,0.000422744,579035.0572,8271.929388,26966489805
9.49587E+18,218.94377,47.912083,1.93141,0.000565006,579021.2667,8271.732382,26965847564
9.46661E+18,224.3603,54.540206,1.931341,0.000812473,579000.5811,8271.436872,26964884204
9.22916E+18,133.86043,59.820296,1.931159,0.001369428,578946.0189,8270.657413,26962343167
4.93943E+18,35.469363,-5.3502387,1.930584,0.3815923,578773.6385,8268.194836,26954315166
9.62094E+18,256.92089,40.879835,1.930552,0.4887382,578764.0452,8268.057788,26953868390
8.66058E+18,30.007279,26.087071,1.930527,0.001267456,578756.5504,8267.95072,26953519346
1.02987E+19,334.27116,-1.10539,1.930478,0.000465295,578741.8606,8267.740865,26952835221
1.03811E+19,320.57743,-0.70800252,1.930003,0.000958331,578599.4594,8265.706563,26946203394
1.31462E+19,141.66967,27.346535,1.929888,0.000121421,578564.9833,8265.214047,26944597793
1.20034E+19,133.76288,27.839397,1.929834,0.00054607,578548.7945,8264.982779,26943843859
1.06106E+19,32.551701,1.7208484,1.929445,0.000614084,578432.1754,8263.316792,26938412742
8.67189E+18,350.36314,29.432365,1.929436,0.001076408,578429.4773,8263.278247,26938287086
1.27463E+19,324.69753,2.6517338,1.929369,0.000907451,578409.3912,8262.991304,26937351650
9.43862E+18,183.82171,42.085838,1.929296,0.000681106,578387.5064,8262.678663,26936332442
1.27835E+19,161.56389,27.545762,1.92924,3.861682,578370.7181,8262.43883,26935550585
5.64997E+18,214.75708,53.961689,1.929158,0.000554092,578346.1351,8262.087645,26934405722
5.64986E+18,214.22533,52.65168,1.929087,0.000746422,578324.8499,8261.78357,26933414438
1.15193E+19,153.28817,34.458645,1.929,0.000864432,578298.768,8261.410971,26932199767
1.03708E+19,350.71097,-0.7140869,1.928604,0.001053309,578180.0504,8259.715005,26926670917
8.54112E+18,338.06542,23.168984,1.928309,0.000783622,578091.6117,8258.451596,26922552203
1.2082E+19,247.56143,36.675323,1.928254,0.000933704,578075.1232,8258.216045,26921784308
1.08449E+19,140.36577,28.172545,1.928114,0.000749603,578033.1523,8257.616461,26919829664
1.24616E+19,20.964944,15.477314,1.92801,0.000989545,578001.9739,8257.171056,26918377643
1.26992E+19,358.73063,7.524773,1.928004,0.000700567,578000.1752,8257.14536,26918293872
1.0811E+19,138.46597,26.973328,1.928002,0.000725594,577999.5756,8257.136794,26918265949
1.27047E+19,356.1612,4.1368923,1.927971,0.000161842,577990.282,8257.004029,26917833135
9.61882E+18,247.36994,48.751259,1.92788,0.4824296,577963.001,8256.614299,26916562616
1.24525E+19,23.691942,13.550455,1.927857,0.3522719,577956.1057,8256.515796,26916241496
9.47465E+18,227.50362,56.216059,1.927849,0.001450086,577953.7074,8256.481534,26916129802
1.05115E+19,15.848905,-4.5097551,1.927529,0.000387114,577857.774,8255.111057,26911662045
9.98789E+18,199.25289,35.320491,1.927502,0.001007207,577849.6796,8254.995423,26911285078
8.88925E+18,0.62761102,-3.527908,1.927415,0.000171141,577823.5977,8254.622824,26910070406
9.59734E+18,246.67867,41.927066,1.92723,0.000549243,577768.1362,8253.830517,26907487484
8.23047E+18,125.6154,50.823386,1.92717,0.6822897,577750.1486,8253.573552,26906649780
1.03134E+19,317.18027,2.0964562,1.926799,0.00034715,577638.9258,8251.984654,26901469973
1.1589E+19,120.87214,31.204947,1.926779,0.000251754,577632.93,8251.899,26901190739
9.59737E+18,247.06177,42.809586,1.926643,0.000625466,577592.1583,8251.316547,26899291942
1.0838E+19,154.09376,25.645716,1.926539,0.000741402,577560.9799,8250.871141,26897839920
1.28309E+19,188.29333,29.607153,1.926512,4.67E-05,577552.8855,8250.755507,26897462953
8.81243E+18,37.954944,2.1168711,1.926511,0.2335452,577552.5857,8250.751224,26897448992
8.84528E+18,10.247086,2.6736833,1.926252,0.000895756,577474.9396,8249.641994,26893832901
1.05815E+19,25.338409,2.4331277,1.926039,0.000629571,577411.0839,8248.72977,26890859050
9.60509E+18,247.72454,43.20083,1.926039,0.000996445,577411.0839,8248.72977,26890859050
1.02987E+19,334.65573,-1.9213419,1.925846,0.000357224,577353.224,8247.9032,26888164433
1.15204E+19,150.85908,34.849811,1.925612,0.000684199,577283.0727,8246.901039,26884897386
1.15362E+19,185.07008,34.727948,1.925405,0.000317085,577221.0158,8246.014511,26882007305
1.2519E+19,120.4345,22.380735,1.925367,0.000683748,577209.6237,8245.851767,26881476759
1.02932E+19,325.30082,-0.021955422,1.92518,0.4535705,577153.5626,8245.050894,26878865914
9.5589E+18,226.47027,43.631691,1.924756,0.000268606,577026.4508,8243.235011,26872946135
8.61549E+18,340.30349,27.18707,1.924598,0.00091581,576979.0836,8242.558337,26870740180
1.28162E+19,158.50725,29.46654,1.924525,0.000951779,576957.1988,8242.245697,26869720973
1.15531E+19,177.36096,34.287542,1.924511,8.24E-05,576953.0017,8242.185739,26869525508
9.25063E+18,190.07718,55.962476,1.924483,0.000750249,576944.6075,8242.065822,26869134580
8.8057E+18,41.453135,1.6413246,1.924471,6.48E-05,576941.01,8242.014429,26868967039
8.69096E+18,11.356167,32.35394,1.924459,3.069852,576937.4125,8241.963036,26868799498
9.89573E+18,17.604003,1.0828439,1.924402,0.001249687,576920.3244,8241.71892,26868003678
1.20022E+19,132.92531,27.620246,1.924236,0.001347815,576870.5589,8241.007984,26865686029
1.06129E+19,28.529869,4.7175721,1.923803,0.9846547,576740.749,8239.153557,26859640595
9.32373E+18,131.27037,44.473737,1.92375,0.000282637,576724.86,8238.926571,26858900623
8.83966E+18,358.23009,-1.1314339,1.923741,0.00058438,576722.1619,8238.888027,26858774967
1.28184E+19,163.25758,30.248697,1.923718,0.001284081,576715.2667,8238.789524,26858453847
1.0604E+19,39.372716,4.4556921,1.923263,0.000747036,576578.8613,8236.840876,26852101255
1.06119E+19,32.08064,4.2360757,1.923216,0.001118638,576564.7711,8236.639587,26851445053
9.26967E+18,180.46599,56.763482,1.923171,7.148424,576551.2804,8236.446863,26850816774
9.98794E+18,198.01851,34.828952,1.923108,0.000774363,576532.3935,8236.177051,26849937185
9.44535E+18,200.75116,41.758674,1.922762,0.000405617,576428.6655,8234.695221,26845106422
8.56138E+18,352.47949,18.833995,1.922681,0.0007498,576404.3824,8234.348319,26843975521
1.21102E+19,216.25419,36.686638,1.922479,0.000639515,576343.8244,8233.483205,26841155249
8.67185E+18,349.70943,28.306275,1.922475,6.58E-05,576342.6252,8233.466074,26841099402
1.05263E+19,11.930018,-2.5736178,1.922366,0.000905991,576309.9479,8232.999255,26839577572
8.5446E+18,6.0920115,20.479245,1.922331,0.001137785,576299.4552,8232.849359,26839088911
9.93285E+18,158.91733,39.684088,1.922045,0.000269807,576213.7146,8231.624495,26835095853
8.64707E+18,17.706481,28.29034,1.921943,0.000709264,576183.1359,8231.187655,26833671756
1.05803E+19,19.04254,1.9022543,1.921847,9.71E-05,576154.3558,8230.776512,26832331428
1.06117E+19,31.201648,2.4784868,1.921821,0.001246253,576146.5612,8230.66516,26831968423
1.07818E+19,154.15126,15.494746,1.921806,0.08272534,576142.0644,8230.600919,26831758997
4.94048E+18,38.05284,-7.3288781,1.921804,0.000516501,576141.4648,8230.592354,26831731073
8.32608E+18,168.55167,48.6685,1.921255,0.000575426,575976.879,8228.241128,26824066077
9.14924E+18,35.706554,-4.8865929,1.921184,0.000815784,575955.5937,8227.937053,26823074794
8.70908E+18,29.892336,33.447649,1.921153,0.001367744,575946.3002,8227.804288,26822641980
9.89563E+18,17.35704,-0.11238969,1.921107,2.881398,575932.5097,8227.607282,26821999740
7.19361E+18,119.12346,45.842576,1.921099,0.1093037,575930.1114,8227.57302,26821888046
8.19551E+18,134.60386,55.588515,1.921052,11.69541,575916.0212,8227.371731,26821231844
1.1776E+19,156.71283,31.014298,1.921039,0.000702204,575912.1239,8227.316056,26821050341
9.95433E+18,181.03204,40.247724,1.92079,0.001032405,575837.4757,8226.249653,26817573867
1.07727E+19,153.57871,20.053828,1.920789,0.001330952,575837.1759,8226.24537,26817559906
1.0534E+19,120.40126,35.567179,1.920709,0.000503933,575813.1925,8225.90275,26816442966
1.08302E+19,155.42826,24.533519,1.920474,6.35E-05,575742.7414,8224.896306,26813161957
1.15878E+19,120.41368,29.99058,1.920445,9.45E-05,575734.0474,8224.772106,26812757066
1.20731E+19,261.17092,35.476571,1.920308,0.000338242,575692.9759,8224.185371,26810844308
9.46332E+18,212.10501,51.421259,1.920294,0.000958276,575688.7788,8224.125412,26810648843
1.07492E+19,139.36027,15.342378,1.920069,0.001062471,575621.3256,8223.161795,26807507452
1.27182E+19,348.63416,3.3218913,1.92,0.000647267,575600.64,8222.866286,26806544091
8.5863E+18,28.520524,19.578232,1.919952,0.001388996,575586.25,8222.660714,26805873928
9.6175E+18,247.02416,44.460496,1.919934,0.000927634,575580.8537,8222.583625,26805622616
1.24525E+19,24.574054,13.947623,1.91946,0.000390439,575438.7523,8220.553605,26799004751
9.47246E+18,241.81422,55.702847,1.919165,0.001096615,575350.3137,8219.290195,26794886037
1.0506E+19,26.691962,-3.9995802,1.919048,0.00050816,575315.238,8218.789115,26793252513
1.03777E+19,340.11719,0.18472735,1.918915,0.000890473,575275.3657,8218.21951,26791395602
1.0632E+19,6.6045705,2.8395991,1.918823,0.000913667,575247.7848,8217.825497,26790111121
1.081E+19,128.25613,24.521958,1.918428,0.000772434,575129.367,8216.133814,26784596233
1.21126E+19,213.47436,35.271423,1.91829,0.000615424,575087.9957,8215.542795,26782669513
1.24526E+19,23.029551,15.275876,1.917776,0.2202584,574933.9026,8213.341466,26775493178
9.48822E+18,214.60544,56.817263,1.917757,8.46E-05,574928.2065,8213.260093,26775227905
4.86067E+18,330.23786,4.849419,1.917714,0.000451962,574915.3155,8213.075936,26774627550
9.85971E+18,18.070196,6.6095482,1.917601,0.00065025,574881.439,8212.591986,26773049873
1.05814E+19,24.846256,2.6435816,1.917207,0.001213499,574763.3209,8210.904585,26767548947
1.06175E+19,17.557697,2.127108,1.917137,0.000781832,574742.3355,8210.604793,26766571625
1.2277E+19,257.37078,33.42941,1.917068,0.000102487,574721.6499,8210.309284,26765608265
8.55459E+18,358.86007,20.425458,1.916926,0.000404918,574679.0794,8209.701134,26763625697
9.25173E+18,193.0359,54.970951,1.916506,0.000822733,574553.1668,8207.902382,26757761766
1.04866E+19,41.244178,-3.9795522,1.916434,7.98E-05,574531.5817,8207.594025,26756756520
1.05836E+19,22.919538,0.64409422,1.916366,0.001114063,574511.1959,8207.302798,26755807122
1.06028E+19,41.712812,2.5788453,1.916153,0.000609322,574447.3402,8206.390574,26752833271
1.05207E+19,3.459475,-2.8412605,1.91575,9.38E-05,574326.524,8204.664629,26747206689
8.888E+18,22.837038,-3.4561497,1.915743,0.4289843,574324.4255,8204.634649,26747108957
8.55467E+18,357.5272,20.771976,1.915607,0.000769944,574283.6537,8204.052196,26745210160
1.05004E+19,29.273746,-2.9732682,1.915567,0.000623209,574271.6621,8203.880887,26744651690
8.69447E+18,17.43651,32.512286,1.915209,0.001113559,574164.3365,8202.347665,26739653387
1.21048E+19,223.12305,36.399138,1.915056,1.285474,574118.4684,8201.692405,26737517240
5.64869E+18,215.6061,52.189124,1.914964,0.000761242,574090.8875,8201.298393,26736232760
9.59736E+18,246.88573,42.616353,1.91495,0.001082522,574086.6904,8201.238434,26736037296
8.80927E+18,38.793987,2.6615204,1.914777,0.00068002,574034.8264,8200.49752,26733621914
9.95096E+18,197.59289,39.809334,1.914564,0.000551667,573970.9707,8199.585296,26730648063
1.07784E+19,156.08593,18.616307,1.914443,0.00011445,573934.6959,8199.067084,26728958693
1.05318E+19,117.40285,35.11043,1.914426,2.385793,573929.5994,8198.994277,26728721343
1.05981E+19,12.113197,1.2454598,1.914412,0.000877661,573925.4023,8198.934319,26728525879
9.56908E+18,211.8477,46.768777,1.914357,0.000406117,573908.9137,8198.698768,26727757983
1.03887E+19,323.80655,0.40567732,1.914343,0.000758707,573904.7167,8198.638809,26727562519
1.27724E+19,137.03985,28.58614,1.914297,0.001151002,573890.9262,8198.441803,26726920278
9.49922E+18,240.54459,48.609291,1.914158,0.001229478,573849.2551,8197.846502,26724979596
4.94181E+18,38.823928,-7.1549826,1.9138,0.00111092,573741.9296,8196.31328,26719981293
9.86514E+18,22.827737,3.5320337,1.913729,3.62E-05,573720.6444,8196.009205,26718990009
1.05387E+19,122.75599,39.356693,1.913721,8.31E-05,573718.246,8195.974943,26718878315
1.03157E+19,322.54089,1.96459,1.913075,6.34E-05,573524.5804,8193.208291,26709859030
1.24526E+19,23.097794,13.846645,1.912406,14.3932,573324.0196,8190.343136,26700518625
9.35301E+18,117.45207,52.414291,1.912389,0.4524581,573318.9231,8190.27033,26700281275
8.54133E+18,338.60184,23.717439,1.912369,0.6732811,573312.9272,8190.184675,26700002040
1.0784E+19,150.14003,20.813403,1.912143,0.000733903,573245.1743,8189.216775,26696846687
8.36796E+18,209.77527,48.908057,1.9121,0.001252343,573232.2832,8189.032617,26696246332
1.04811E+19,14.302526,-3.2107089,1.911985,0.001929892,573197.8071,8188.540102,26694640732
1.24864E+19,131.94435,19.066269,1.911931,0.00083283,573181.6184,8188.308834,26693886798
8.54899E+18,3.2566741,20.740128,1.911833,0.001100524,573152.2387,8187.889125,26692518547
9.48584E+18,232.88411,56.764587,1.911703,0.9739962,573113.2658,8187.332368,26690703520
9.59405E+18,232.25122,40.493826,1.911696,0.001107318,573111.1672,8187.302389,26690605788
1.15305E+19,135.2803,35.404644,1.911536,0.001015529,573063.2005,8186.61715,26688371910
1.15801E+19,114.56902,28.957255,1.911445,0.000833919,573035.9194,8186.227421,26687101391
7.19231E+18,117.41057,45.865589,1.911354,0.000641745,573008.6384,8185.837691,26685830873
9.20656E+18,168.28281,55.642043,1.911325,0.000996267,572999.9444,8185.713491,26685425982
4.76032E+18,21.489268,-0.89702039,1.911121,0.001127087,572938.7868,8184.839812,26682577787
1.27747E+19,142.84929,29.399073,1.911049,6.77E-05,572917.2018,8184.531454,26681572541
9.85639E+18,16.448373,6.1217841,1.911048,0.000260502,572916.902,8184.527172,26681558580
8.82955E+18,25.614683,2.701183,1.911036,7.39E-05,572913.3045,8184.475779,26681391039
9.45324E+18,224.91535,53.77024,1.911028,0.001143358,572910.9062,8184.441517,26681279345
8.32165E+18,159.69407,45.274735,1.910745,0.000588188,572826.065,8183.229501,26677328172
1.03743E+19,346.80779,-0.86760757,1.910717,-1,572817.6709,8183.109584,26676937243
8.85094E+18,20.724109,2.3860765,1.910522,0.000771497,572759.2114,8182.274449,26674214703
9.46566E+18,234.88637,51.977663,1.910477,0.000499961,572745.7208,8182.081725,26673586425
4.94386E+18,35.886043,-7.4130526,1.910048,0.00092616,572617.11,8180.244429,26667596838
9.89566E+18,16.944567,-0.64931504,1.910047,-1,572616.8102,8180.240146,26667582876
8.66057E+18,29.472726,25.706812,1.909722,0.318246,572519.3778,8178.848255,26663045310
1.05319E+19,118.22535,37.017857,1.909719,0.000101368,572518.4784,8178.835406,26663003425
9.9734E+18,128.44431,38.445872,1.9097,1.481211,572512.7824,8178.754034,26662738152
7.18791E+18,131.13362,44.574039,1.909699,7.21E-05,572512.4826,8178.749752,26662724190
8.87562E+18,34.169859,-2.8744536,1.909685,6.97E-05,572508.2855,8178.689793,26662528726
9.86067E+18,23.118875,5.4793283,1.909485,0.000771556,572448.3271,8177.833245,26659736377
8.70002E+18,19.715998,30.463875,1.909452,5.31E-06,572438.434,8177.691914,26659275640
8.67752E+18,330.0029,30.857807,1.909445,0.000492633,572436.3354,8177.661935,26659177908
9.34388E+18,144.55509,41.529648,1.90934,0.001035882,572404.8573,8177.212247,26657711925
1.19989E+19,126.0466,28.662357,1.909103,0.001023054,572333.8066,8176.197237,26654402992
1.25213E+19,121.09995,26.726247,1.909089,7.81E-05,572329.6095,8176.137278,26654207528
1.31214E+19,258.35122,31.512176,1.909064,0.4206398,572322.1147,8176.03021,26653858484
9.49942E+18,238.79633,49.748136,1.909058,0.000635094,572320.3159,8176.004513,26653774714
1.0767E+19,137.09179,20.045805,1.909047,0.000355067,572317.0182,8175.957403,26653621134
1.27353E+19,4.6851718,8.0408657,1.908921,0.000636835,572279.2444,8175.417778,26651861955
8.81364E+18,37.179753,-1.1154292,1.908853,0.001237967,572258.8586,8175.126551,26650912557
1.24785E+19,113.60125,18.658973,1.908706,0.000475693,572214.7892,8174.496988,26648860181
8.73827E+18,353.44612,31.090523,1.90838,0.6609926,572117.057,8173.100814,26644308653
8.63796E+18,10.265242,23.290578,1.908307,0.000818376,572095.1721,8172.788173,26643289446
9.57035E+18,213.68302,46.565076,1.908175,0.000401992,572055.5996,8172.222851,26641446496
1.20023E+19,132.60654,29.773107,1.907902,0.000782284,571973.7564,8171.053663,26637634940
9.49262E+18,227.43298,48.904925,1.907656,0.000688987,571900.0076,8170.000108,26634200352
1.17533E+19,141.35869,31.185072,1.907346,0.001178614,571807.072,8168.672458,26629872212
1.04968E+19,34.771202,-4.8268562,1.907342,0.001152687,571805.8729,8168.655327,26629816365
9.2247E+18,130.76301,59.791531,1.907305,0.000876234,571794.7806,8168.496865,26629299780
8.82832E+18,28.131332,-1.9133293,1.907132,0.000361991,571742.9165,8167.755951,26626884399
1.03887E+19,323.75772,0.057625377,1.907047,8.36E-05,571717.4342,8167.391917,26625697651
8.8462E+18,13.860389,1.7696331,1.906846,0.00093727,571657.176,8166.531086,26622891341
8.70664E+18,26.261609,28.540878,1.906831,0.000577214,571652.6792,8166.466845,26622681915
1.15686E+19,181.31816,32.156683,1.906682,0.000917636,571608.0101,8165.828716,26620601615
9.3508E+18,117.85815,46.861628,1.906508,0.000797028,571555.8463,8165.083519,26618172272
1.04811E+19,14.443147,-2.4425847,1.906395,0.000673097,571521.9698,8164.599569,26616594595
1.05195E+19,5.9990141,-3.594278,1.906371,6.16E-05,571514.7748,8164.496783,26616259514
